record_num,date,month,day,year,barangay,location,latitude,longitude,flood_depth,weather_disturbance,remarks,time_reported,time_subsided
1,2022-03-14,3.0,14.0,2022,DIONISIO,INTERSECTION BOUNDARY OF CRUZ,14.47513822,121.0011419,knee,Localized Thunderstorms,TYPE OF VEHICLE KNEE,,
2,2022-03-14,3.0,14.0,2022,SAN ISIDRO,COMPOUND AND PUROK 5 SAN LUCAS ST.,14.47041838,121.0106894,gutter,Localized Thunderstorms,PASSABLE TO ANY TYPE OF VEHICLE PASSABLE TO ANY,,
3,2022-03-14,3.0,14.0,2022,SAN ISIDRO,VALLEY 6 BANANA,14.46696852,121.0027307,knee,Localized Thunderstorms,TYPE OF VEHICLE NOT PASSABLE TO,,
4,2022-03-14,3.0,14.0,2022,VITALEZ,COMPOUND SAN ANTONIO,14.50945879,121.0041835,gutter,Localized Thunderstorms,LIGHT VEHICLE GUTTER,,
5,2022-03-14,3.0,14.0,2022,ANTONIO,AVE. INTERSECTION DASA FOURTH,14.46485244,121.0198098,gutter,Localized Thunderstorms,LEVEL SUBSIDED PASSABLE TO ANY,,
6,2022-03-14,3.0,14.0,2022,ANTONIO,ESTATE BANNAER ST.,14.46104908,121.0274713,gutter,Localized Thunderstorms,TYPE OF VEHICLE GUTTER,,
7,2022-03-14,3.0,14.0,2022,ANTONIO,FOURTH ESTATE LOWER,14.46202658,121.03229,knee,Localized Thunderstorms,PASSABLE TO ANY LEVEL TYPE OF VEHICLE NOT PASSABLE TO,,
8,2022-03-14,3.0,14.0,2022,ANTONIO,BARANGAY SAN PEDRO,14.46949357,121.0240365,gutter,Localized Thunderstorms,LIGHT VEHICLE PASSABLE TO ANY,,
9,2022-03-14,3.0,14.0,2022,SAN ISIDRO,STREET,14.46947702,121.0069346,waist,Localized Thunderstorms,TYPE OF VEHICLE NOT PASSABLE TO,,
10,2022-05-15,5.0,15.0,2022,STO NIÑO,LIBJO AREA ILANG ILANG,14.49993154,121.0092085,gutter,Localized Thunderstorms,LIGHT VEHICLE PASSABLE TO ANY,,
11,2022-05-15,5.0,15.0,2022,GREEN,UPS 4 CHAMPACA,14.46070373,121.0385847,gutter,Localized Thunderstorms,TYPE OF VEHICLE GUTTER,,
12,2022-05-15,5.0,15.0,2022,GREEN,EXTENSION UPS 4,14.46299503,121.0375216,gutter,Localized Thunderstorms,PASSABLE TO ANY LEVEL TYPE OF VEHICLE PASSABLE TO ANY,,
13,2022-05-15,5.0,15.0,2022,SUN VALLEY,ANNEX 41,14.48930241,121.0310212,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
14,2022-05-15,5.0,15.0,2022,MOONWALK,DAANG BATANG SCARLET,14.49255767,121.0112135,14.49255767 level half,Localized Thunderstorms,TYPE OF VEHICLE HALF,,
15,2022-05-15,5.0,15.0,2022,MOONWALK,STREET SAINT PAUL,14.49583651,121.0134215,knee,Localized Thunderstorms,PASSABLE TO ANY TYPE OF VEHICLE HALF,,
16,2022-05-15,5.0,15.0,2022,MOONWALK,ILOG,14.49482893,121.015504,knee,Localized Thunderstorms,PASSABLE TO ANY TYPE OF VEHICLE PASSABLE TO ANY,,
17,2022-05-15,5.0,15.0,2022,MOONWALK,KENKO AREA 1,14.50267121,121.0125305,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
18,2022-06-08,6.0,8.0,2022,GREEN,CREEKVILLE,14.47069805,121.040021,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
19,2022-06-08,6.0,8.0,2022,GREEN,HAPPY HOMES,14.46858824,121.0435637,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
20,2022-06-08,6.0,8.0,2022,GREEN,ARMELA,14.46865703,121.0435851,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
21,2022-06-08,6.0,8.0,2022,GREEN,SAVY 25,14.46908499,121.04024,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
22,2022-06-08,6.0,8.0,2022,GREEN,SEVERINA 18 EVERLASTING,14.46597878,121.0449598,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
23,2022-06-08,6.0,8.0,2022,GREEN,COMPOUND ILANG ILANG,14.47935455,121.0430553,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
24,2022-06-08,6.0,8.0,2022,GREEN,UPS 4,14.46072373,121.0382676,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
25,2022-06-08,6.0,8.0,2022,STO NIÑO,SITIO LIBJO,14.49988816,121.0097893,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
26,2022-06-08,6.0,8.0,2022,STO NIÑO,HALIK ALON ST. BARCELONA,14.49840891,121.0058436,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
27,2022-06-08,6.0,8.0,2022,MERVILLE,DULO,14.49691623,121.0189976,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
28,2022-06-08,6.0,8.0,2022,SUN VALLEY,STA. ANA 2 EVACOM,14.49176819,121.0310122,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
29,2022-09-10,9.0,10.0,2022,DIONISIO,INTERSECTION DIAMOND ST,14.47513822,121.0011419,knee,Localized Thunderstorms,TYPE OF VEHICLE KNEE,,
30,2022-09-10,9.0,10.0,2022,DIONISIO,BERNABE PHASE 3 OLIVAREZ,14.47284996,120.9980518,knee,Localized Thunderstorms,NOT PASSABLE TO LEVEL LIGHT VEHICLE KNEE,,
31,2022-09-10,9.0,10.0,2022,DIONISIO,COMPOUND GREENHILLS,14.48064823,120.9966998,gutter,Localized Thunderstorms,NOT PASSABLE TO LEVEL LIGHT VEHICLE PASSABLE TO ANY,,
32,2022-09-10,9.0,10.0,2022,DIONISIO,PNHS CAMELLA,14.47868124,120.9983019,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
33,2022-09-10,9.0,10.0,2022,SAN ISIDRO,HOMES VALLEY 2 SAN,14.45796236,121.0102374,knee,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
34,2022-09-10,9.0,10.0,2022,SAN ISIDRO,FELIPE SILVERIO,14.46935974,121.0075128,knee,Localized Thunderstorms,TYPE OF VEHICLE KNEE,,
35,2022-09-10,9.0,10.0,2022,SAN ISIDRO,COMPOUND PUROK 5,14.4724303,121.0125807,gutter,Localized Thunderstorms,NOT PASSABLE TO LEVEL LIGHT VEHICLE PASSABLE TO ANY,,
36,2022-09-10,9.0,10.0,2022,SAN ISIDRO,VALLEY 15 GREENHEIGHTS,14.4699983,121.0048132,knee,Localized Thunderstorms,TYPE OF VEHICLE KNEE,,
37,2022-09-10,9.0,10.0,2022,SAN ISIDRO,ENTRANCE LOPEZ AVE,14.46784745,121.0142414,gutter,Localized Thunderstorms,SUBSIDED PASSABLE TO ANY,,
38,2022-09-10,9.0,10.0,2022,SAN ISIDRO,BRIDGE SANTOS,14.4685983,121.0119256,waist,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
39,2022-09-10,9.0,10.0,2022,DON BOSCO,COMPOUND EUTHOPIA,14.48505478,121.0303088,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
40,2022-09-10,9.0,10.0,2022,DON BOSCO,STREET INDIA STREET,14.48316933,121.0343883,gutter,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
41,2022-09-10,9.0,10.0,2022,DON BOSCO,ANNEX 35 FRANCE ST,,,waist,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
42,2022-09-10,9.0,10.0,2022,DON BOSCO,ANNEX 35 F. SERRANO,,,knee,Localized Thunderstorms,TYPE OF VEHICLE KNEE,,
43,2022-09-10,9.0,10.0,2022,DON BOSCO,ELEM SCHOOL CREEK SIDE,14.48867823,121.0260738,knee,Localized Thunderstorms,PASSABLE TO ANY LEVEL TYPE OF VEHICLE PASSABLE TO ANY,,
44,2022-09-10,9.0,10.0,2022,MERVILLE,SITIO TUYUAN,14.49556193,121.0253435,knee,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
45,2022-09-10,9.0,10.0,2022,MERVILLE,SITIO WELLA,14.50713342,121.0345085,knee,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
46,2022-09-10,9.0,10.0,2022,MERVILLE,MANGGAHAN,14.50631058,121.02958,knee,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
47,2022-09-10,9.0,10.0,2022,MERVILLE,SITION CATMEL,,,knee,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
48,2022-09-10,9.0,10.0,2022,MERVILLE,EDISON FOURTH ESTATE,14.49794153,121.0332297,knee,Localized Thunderstorms,TYPE OF VEHICLE KNEE,,
49,2022-09-10,9.0,10.0,2022,ANTONIO,ELEMTARY SCHOOL FOURTH,14.46120376,121.0309414,gutter,Localized Thunderstorms,PASSABLE TO ANY TYPE OF VEHICLE GUTTER,,
50,2022-09-10,9.0,10.0,2022,ANTONIO,ESTATE BRIDGE SOUTHBOUND FOURTH,14.4610362,121.0272668,knee,Localized Thunderstorms,LEVEL SUBSIDED KNEE,,
51,2022-09-10,9.0,10.0,2022,ANTONIO,ESTATE BRIDGE NORTHBOUND LUPANG,14.46109681,121.0273484,knee,Localized Thunderstorms,PASSABLE TO ANY LEVEL TYPE OF VEHICLE KNEE,,
52,2022-09-10,9.0,10.0,2022,ANTONIO,HINIRANG AREA2 MA. SUSAFE ST,14.46223953,121.0317587,knee,Localized Thunderstorms,PASSABLE TO ANY LEVEL TYPE OF VEHICLE PASSABLE TO ANY,,
53,2022-09-10,9.0,10.0,2022,ANTONIO,VALLEY 1 PASCUAL,14.47293107,121.0203284,knee,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
54,2022-09-10,9.0,10.0,2022,ANTONIO,COMPOUND BARANGAY,,,knee,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
55,2022-09-10,9.0,10.0,2022,ANTONIO,VILLAGE,14.46621612,121.0256832,knee,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
56,2022-09-10,9.0,10.0,2022,ANTONIO,VALLEY 3,14.47391824,121.0247116,knee,Localized Thunderstorms,TYPE OF VEHICLE NOT PASSABLE TO,,
57,2022-09-10,9.0,10.0,2022,STO NIÑO,SITIO LIBJO HALIK ALON ST.,14.49993154,121.0092085,waist,Localized Thunderstorms,LIGHT VEHICLE NOT PASSABLE TO WAIST,,
58,2022-09-10,9.0,10.0,2022,STO NIÑO,KAINGIN ROAD AREA 1 KENKO,14.49840891,121.0058436,knee,Localized Thunderstorms,ALL TYPES OF LEVEL VEHICLES NOT PASSABLE TO,,
59,2022-10-19,10.0,19.0,2022,MOONWALK,EXTENSION Fourth Estate,14.50275701,121.0125066,knee,Localized Thunderstorms,LIGHT VEHICLE Knee,,
60,2022-10-19,10.0,19.0,2022,ANTONIO,"Main Road Sunrise, Infornt of",14.46109681,121.0273484,knee,Thunderstorms/Southwesterly,NOT PASSABLE TO Level LIGHT VEHICLE Knee,,
61,2022-10-19,10.0,19.0,2022,ANTONIO,Brgy Hall Area 2 Lupang Hinirang,14.4628343,121.0340127,knee,Thunderstorms/Southwesterly,NOT PASSABLE TO Level LIGHT VEHICLE Knee,,
62,2022-10-19,10.0,19.0,2022,ANTONIO,Compound Fourth Estate Lower Barangay,14.46349674,121.0317287,knee,Thunderstorms/Southwesterly,NOT PASSABLE TO LIGHT VEHICLE Knee,,
63,2022-10-19,10.0,19.0,2022,ANTONIO,San Antonio Evacom,14.4695062,121.0240106,gutter,Thunderstorms/Southwesterly,NOT PASSABLE TO Level LIGHT VEHICLE Gutter,,
64,2022-10-19,10.0,19.0,2022,DIONISIO,Intersection,14.47513822,121.0011419,gutter,Thunderstorms/Southwesterly,PASSABLE TO ANY Level TYPE OF VEHICLE Gutter,,
65,2022-10-19,10.0,19.0,2022,DIONISIO,PNHS Footbridge Infront of PERU,14.47868124,120.9983019,gutter,Thunderstorms/Southwesterly,PASSABLE TO ANY Level TYPE OF VEHICLE Gutter,,
66,2022-10-19,10.0,19.0,2022,SAN ISIDRO,Base GREENHEIGHTS,14.46917885,121.0112578,knee,Thunderstorms/Southwesterly,Level SUBSIDED Knee,,
67,2022-10-19,10.0,19.0,2022,SAN ISIDRO,ENTRANCE,14.46784745,121.0142414,knee,Thunderstorms/Southwesterly,Level SUBSIDED Knee,,
68,2022-10-29,10.0,29.0,2022,SAN ISIDRO,SAV 12 CANAYNAY,14.46833371,121.0020815,gutter,Thunderstorms/Southwesterly,NOT PASSABLE TO Level LIGHT VEHICLE PASSABLE TO ANY,,
69,2022-10-29,10.0,29.0,2022,DIONISIO,AVE. IN FRONT OF SAN ANTONIO,14.47513822,121.0011419,gutter,,TYPE OF VEHICLE Gutter,,
70,2022-10-29,10.0,29.0,2022,DIONISIO,DE PADUA TRAMO 1 DIAMOND ST.,14.48719596,120.9873111,gutter,,PASSABLE TO ANY TYPE OF VEHICLE Gutter,,
71,2022-10-29,10.0,29.0,2022,DIONISIO,BERNABE PHASE 3 PNHS MAIN SAN,14.47279777,120.9980289,gutter,,PASSABLE TO ANY Level TYPE OF VEHICLE Gutter,,
72,2022-10-29,10.0,29.0,2022,DIONISIO,"DIONISIO (NORTHBOUND) PASCOR DRIVE,",14.47868124,120.9983019,gutter,,PASSABLE TO ANY Level TYPE OF VEHICLE PASSABLE TO ANY,,
73,2022-10-29,10.0,29.0,2022,STO NIÑO,"SITIO LIBJO SAVTODA TERMINAL, SAN",,,gutter,,TYPE OF VEHICLE Gutter,,
74,2022-10-29,10.0,29.0,2022,ANTONIO,VICENTE FERRER ST. VALLEY 1 SAN VICENTE,14.46565005,121.0206849,gutter,,Level PASSABLE TO ANY TYPE OF VEHICLE Gutter,,
75,2022-10-29,10.0,29.0,2022,ANTONIO,ST. COR SAN ANTONIO AVE. NUESTRA SEÑORA DE LA,14.46521569,121.0199061,gutter,,PASSABLE TO ANY Level TYPE OF VEHICLE Gutter,,
76,2022-10-29,10.0,29.0,2022,ANTONIO,PAZ ST VALLEY 1 BANNER AVE. COR FAME ST,14.4658054,121.0188268,14.4658054 level below,,PASSABLE TO ANY TYPE OF VEHICLE Below,,
77,2022-10-29,10.0,29.0,2022,ANTONIO,"AREA 2 FOURTH ESTATE LOWER BRGY,",14.46218759,121.031898,knee,,Knee NOT PASSABLE TO Level LIGHT VEHICLE Below,,
78,2022-10-29,10.0,29.0,2022,ANTONIO,"VALLEY 1 CREEKDRIVE 2,",14.46953007,121.0240237,knee,,NOT PASSABLE TO LIGHT VEHICLE NOT PASSABLE TO,,
79,2022-10-29,10.0,29.0,2022,ANTONIO,VALLEY 8 SCHOLASTIC,14.47154581,121.0299704,gutter,,LIGHT VEHICLE PASSABLE TO ANY,,
80,2022-10-29,10.0,29.0,2022,ANTONIO,ST. VALLEY 1 GAWAD,14.47177702,121.0238514,knee,,TYPE OF VEHICLE NOT PASSABLE TO,,
81,2022-10-29,10.0,29.0,2022,MOONWALK,KALINGA AYA,,,gutter,,LIGHT VEHICLE PASSABLE TO ANY,,
82,2022-10-29,10.0,29.0,2022,MOONWALK,GALATIA,14.49452415,121.0044093,waist,,TYPE OF VEHICLE NOT PASSABLE TO,,
83,2022-10-29,10.0,29.0,2022,MOONWALK,HAISE 2,,,waist,,LIGHT VEHICLE NOT PASSABLE TO,,
84,2022-10-29,10.0,29.0,2022,MERVILLE,SITIO WELLA,14.50724103,121.0344902,knee,,LIGHT VEHICLE NOT PASSABLE TO,,
85,2022-10-30,10.0,30.0,2022,MERVILLE,SITIO TUYUAN EVACOM,14.4953319,121.0253154,waist,,LIGHT VEHICLE NOT PASSABLE TO Waist,,
87,2022-10-30,10.0,30.0,2022,DIONISIO,SM SUCAT SITIO,14.48380721,120.9947401,gutter,,PASSABLE TO ANY,,
88,2022-10-30,10.0,30.0,2022,DIONISIO,KALAYAAN GATCHALIAN,,,waist,,TYPE OF VEHICLE NOT PASSABLE TO Waist,,
89,2022-10-30,10.0,30.0,2022,DIONISIO,PHASE 2C STO NIÑO ST. BARIO MAGANDA,14.47612495,120.9946395,waist,,ALL TYPES OF Level VEHICLES NOT PASSABLE TO,,
90,2022-10-30,10.0,30.0,2022,DIONISIO,PHASE 3 GREENHILLS DIAMOND ST,14.47785306,120.9928442,chest,,ALL TYPES OF VEHICLES NOT PASSABLE TO Chest,,
91,2022-10-30,10.0,30.0,2022,DIONISIO,BERNABE PHASE 3 PNHS MAIN SAN,14.47281565,120.9980247,waist,,ALL TYPES OF Level VEHICLES NOT PASSABLE TO Waist,,
92,2022-10-30,10.0,30.0,2022,DIONISIO,DIONISIO (NORTHBOUND),14.47866393,120.9983473,14.47866393 level above,,ALL TYPES OF Level VEHICLES NOT PASSABLE TO,,
93,2022-10-30,10.0,30.0,2022,DIONISIO,KAYTALISE REDEMPTORIST,14.47973091,121.0001216,chest,,ALL TYPES OF VEHICLES Half-,,
94,2022-10-30,10.0,30.0,2022,BACLARAN,ROAD BAGONG SIKAT,14.53223104,120.9958087,gutter,,NOT PASSABLE TO LIGHT VEHICLE Gutter,,
95,2022-10-30,10.0,30.0,2022,BACLARAN,TABING ILOG AREA 4 BAGONG ILOG,,,gutter,,PASSABLE TO ANY Level TYPE OF VEHICLE PASSABLE TO ANY,,
96,2022-10-30,10.0,30.0,2022,BACLARAN,STREET BAGONG,14.53147133,120.9969827,gutter,,TYPE OF VEHICLE PASSABLE TO ANY,,
97,2022-10-30,10.0,30.0,2022,BACLARAN,SILANG STREET,,,gutter,,TYPE OF VEHICLE PASSABLE TO ANY,,
98,2022-10-30,10.0,30.0,2022,BACLARAN,SITIO MALIGAYA,14.52717665,120.9980516,knee,,TYPE OF VEHICLE NOT PASSABLE TO,,
99,2022-10-30,10.0,30.0,2022,BACLARAN,SANTIAGO ST,14.5286804,120.9972023,waist,,LIGHT VEHICLE NOT PASSABLE TO Waist,,
100,2022-10-30,10.0,30.0,2022,VITALEZ,URMA DRIVE,14.50995207,121.0056774,knee,,ALL TYPES OF Level VEHICLES Not passable to light,,
101,2022-10-30,10.0,30.0,2022,SAN ISIDRO,TOP LAND VALLEY 2 SAN,14.47124782,120.9990647,14.47124782 level,,vehicles,,
102,2022-10-30,10.0,30.0,2022,SAN ISIDRO,FELIPE VERAVILLE,14.46953429,121.0069681,N/A above,,N/A - Above,,
103,2022-10-30,10.0,30.0,2022,SAN ISIDRO,PHASE 2 CLARMEN,14.47055526,121.005368,gutter,,Chest - Passable to any type of,,
104,2022-10-30,10.0,30.0,2022,SAN ISIDRO,VILLAGE SILVERIO,14.47467159,121.0046156,14.47467159 level above,,vehicle Above,,
105,2022-10-30,10.0,30.0,2022,SAN ISIDRO,COMPOUND PUROK 3,14.47013279,121.0115039,knee,,Chest - Knee,,
106,2022-10-30,10.0,30.0,2022,STO NIÑO,SITIO LIBJO,14.49988816,121.0097893,waist,,- Waist,,
107,2022-10-30,10.0,30.0,2022,STO NIÑO,HALIK ALON,14.49826925,121.0052936,knee,,- Knee,,
108,2022-10-30,10.0,30.0,2022,LA HUERTA,P. Gomez St.,14.50040674,120.9927893,14.50040674 level above,,- Above,,
86,,,,2022,DIONISIO,Intersection,14.47524909,121.0009667,14.47524909 level,,ALL TYPES OF Level VEHICLES,,
109,,,,2022,LA HUERTA,C5 Bahay Rotary,14.49540317,120.9986998,knee,,Knee -,,
6,2023-05-20,5.0,20.0,2023,,Compound Phase 3 Aratiles St.,14.47297956,120.9979914,gutter,Thunderstorm,Subsided as of 1400H,,
7,2023-05-20,,,2023,,Olivarez Compound,14.47673239,120.9922703,gutter,Thunderstorm,Subsided as of 1300H Subsided as,,
8,2023-05-20,,,2023,,Pitong Gatang,14.49254087,120.9897297,knee,Thunderstorm,120.9897297 of 1300H Subsided as,,
9,2023-05-20,,,2023,,Hidden Village San Antonio,14.47142042,121.0110769,waist,Thunderstorm,121.0110769 of 1030H Subsided as,,
10,2023-05-20,,,2023,,Valley 2,14.4697662,121.0071013,knee,Thunderstorm,121.0071013 of 1230H Subsided as,,
11,2023-05-20,,,2023,San Isidro,Top Land,14.47139324,120.9990969,knee,Thunderstorm,120.9990969 of 1230H Subsided as,,
12,2023-05-20,,,2023,,Garden City 1 Greenheights,14.47493903,121.0122091,gutter,Thunderstorm,121.0122091 of 1300H Subsided as,,
13,2023-05-20,,,2023,,Subdivision,14.46761195,121.0141183,knee,Thunderstorm,121.0141183 of 1300H Subsided as,,
14,2023-05-20,,,2023,Sto Niño,Pascor Drive,14.50845386,120.9982638,knee,Thunderstorm,120.9982638 of 1030H Subsided as,,
15,2023-05-20,,,2023,,Johan St.,14.50796613,120.999567,knee,Thunderstorm,120.999567 of 1030H Subsided as,,
16,2023-05-20,,,2023,Don Bosco,El Dorado Dulo Fourth Estate,14.4811838,121.0215527,knee,Thunderstorm,121.0215527 of 1230H Subsided as,,
17,2023-05-20,,,2023,,(North Bound),14.46104748,121.0274228,knee,Thunderstorm,121.0274228 of 1100H Subsided as,,
18,2023-05-20,,,2023,,Area 2 San Antonio,14.46354921,121.0316895,knee,Thunderstorm,121.0316895 of 1100H Subsided as,,
19,2023-05-20,,,2023,San Antonio,Valley 1 Stoplight San Antonio,14.46505509,121.0198629,gutter,Thunderstorm,of 1030H Subsided as,,
20,2023-05-20,,,2023,,Valley 3,14.47382233,121.0248753,knee,Thunderstorm,121.0248753 of 1100H Subsided as,,
21,2023-05-20,,,2023,,Susafe St Sun Valley,14.47192745,121.0200041,knee,Thunderstorm,121.0200041 of 1230H Subsided as,,
22,2023-05-20,,,2023,Sun Valley,Subdivision,14.49114515,121.0386929,knee,Thunderstorm,121.0386929 of 1030H Subsided as,,
23,2023-05-20,,,2023,,Culdesac,14.49313255,121.0362397,knee,Thunderstorm,121.0362397 of 1030H,,
24,2023-05-20,,,2023,,Bernabe Phase 3,14.47297956,120.9979914,knee,MONSOON/TYPHOON BETTY,Subsided as of 2021H,,
25,2023-05-20,,,2023,San Dionisio,Canaynay Ave.,14.47510689,121.0011236,gutter,MONSOON/TYPHOON BETTY,Subsided as of 1730H,,
26,2023-05-20,,,2023,,PNHS Main,14.47873163,120.9982858,knee,MONSOON/TYPHOON BETTY,Subsided as of 1735H,,
27,2023-05-20,,,2023,San Isidro,Top Land,14.47139324,120.9990969,knee,MONSOON/TYPHOON BETTY,Subsided as of 1734H,,
28,2023-05-20,,,2023,Sto Niño,Halik Alon,14.49751656,121.0028845,knee,MONSOON/TYPHOON BETTY,Subsided as of 1740H,,
29,2023-05-20,,,2023,,Doña Soledad Extension,14.48581131,121.0282639,knee,MONSOON/TYPHOON BETTY,Subsided as of 1740H,,
30,2023-05-20,,,2023,,El Dorado Dulo Lancris,14.48040695,121.0212885,knee,MONSOON/TYPHOON BETTY,Subsided as of 1740H,,
31,2023-05-20,,,2023,Don Bosco,Residences,14.47562421,121.0269867,gutter,MONSOON/TYPHOON BETTY,Subsided as of 1730H,,
32,2023-05-20,,,2023,,India Street,14.48064647,121.0309432,gutter,MONSOON/TYPHOON BETTY,Subsided as of 1730H,,
33,2023-05-20,,,2023,,Santos Extension,14.49253065,121.0104106,gutter,MONSOON/TYPHOON BETTY,Subsided as of 1740H,,
34,2023-05-20,,,2023,Green,Ilang-Ilang Street Sampaguita,14.46176407,121.0428821,gutter,MONSOON/TYPHOON BETTY,Subsided as of 1737H,,
35,2023-05-20,,,2023,,Street Fourth Estate,14.46983638,121.0375532,knee,MONSOON/TYPHOON BETTY,Subsided as of 1737H,,
36,2023-05-20,,,2023,,(North Bound) Fourth Estate,14.46104748,121.0274228,knee,MONSOON/TYPHOON BETTY,Subsided as of 1737H,,
37,2023-05-20,,,2023,San Antonio,(South Bound),14.46101814,121.0273447,gutter,MONSOON/TYPHOON BETTY,Subsided as of 1730H,,
38,2023-05-20,,,2023,,Lower Barangay,14.46947844,121.0240903,knee,MONSOON/TYPHOON BETTY,121.0240903 - Subsided as,,
39,2023-05-20,,,2023,,Bagong Ilog Roax BLVD cor.,14.53154406,120.997831,gutter,Thunderstorm,120.997831 of 2334H Subsided as,,
40,2023-05-20,,,2023,Baclaran,NAIA Rd.,14.51761763,120.9931615,waist,Thunderstorm,120.9931615 of 0021H Subsided as,,
41,2023-05-20,,,2023,,Dimasalang St.,14.53038217,120.9964018,knee,Thunderstorm,120.9964018 of 2226H Subsided as,,
42,2023-05-20,,,2023,,Bagong Lipunan,14.53069675,120.9990098,knee,Thunderstorm,120.9990098 of 2226H Subsided as,,
43,2023-05-20,,,2023,,Bagong Sikat St. DASA,14.53113222,120.9989479,gutter,Thunderstorm,120.9989479 of 2226H Subsided as,,
44,2023-05-20,,,2023,,CANAYNAY,14.47510689,121.0011236,gutter,Southwest Monsoon/LOW PRESSURE,121.0011236 of 2145H Subsided as,,
45,2023-05-20,,,2023,San Dionisio,DIAMOND ST,,121.0014939,gutter,Southwest Monsoon/LOW PRESSURE,121.0014939 of 2235H Subsided as,,
46,2023-05-20,,,2023,,DASA PNHS,14.47873163,120.9982858,gutter,Southwest Monsoon/LOW PRESSURE,120.9982858 of 2235H Subsided as,,
47,2023-05-20,,,2023,,BIR HIDDEN,14.47555858,121.0008623,gutter,Southwest Monsoon/LOW PRESSURE,121.0008623 of 2235H,,
48,2023-05-20,,,2023,San Isidro,VILLAGE CRUZ COMPOUND GREENHEIGHTS,14.47142042,121.0110769,knee,Southwest Monsoon/LOW PRESSURE,Subsided as of 2235H Subsided as,,
49,2023-05-20,,,2023,,VILLAGE VALLE 2,14.46761195,121.0141183,waist,Southwest Monsoon/LOW PRESSURE,121.0141183 of 2130H Subsided as,,
50,2023-05-20,,,2023,,BRIDGE,14.4697662,121.0071013,knee,Southwest Monsoon/LOW PRESSURE,121.0071013 of 2235H Subsided as,,
51,2023-05-20,,,2023,Sto Niño,SITIO LIBJO,14.49997954,121.0097964,gutter,Southwest Monsoon/LOW PRESSURE,121.0097964 of 2235H Subsided as,,
52,2023-05-20,,,2023,,GOMBURZA ST.,14.50742785,120.9960109,gutter,Southwest Monsoon/LOW PRESSURE,120.9960109 of 2235H Subsided as,,
53,2023-05-20,,,2023,Tambo,SEASIDE ST. BANANA,14.51681324,120.9936602,waist,Southwest Monsoon/LOW PRESSURE,120.9936602 of 2030H Subsided as,,
54,2023-05-20,,,2023,,COMPOUND,14.50953296,121.0055982,knee,Southwest Monsoon/LOW PRESSURE,121.0055982 of 2235H Subsided as,,
55,2023-05-20,,,2023,Vitalez,GAT MENDOZA,14.50942358,121.007314,knee,Southwest Monsoon/LOW PRESSURE,121.007314 of 2200H Subsided as,,
56,2023-05-20,,,2023,,JET LANE VITALEZ,14.51006607,121.0061827,waist,Southwest Monsoon/LOW PRESSURE,121.0061827 of 2200H Subsided as,,
57,2023-05-20,,,2023,,COMPOUND PRES QUEZON,14.50996565,121.0056249,knee,Southwest Monsoon/LOW PRESSURE,121.0056249 of 2235H Subsided as,,
58,2023-05-20,,,2023,BF Homes,ST. LANCRIS,14.45486296,121.0305948,knee,Southwest Monsoon/LOW PRESSURE,121.0305948 of 2030H Subsided as,,
59,2023-05-20,,,2023,Don Bosco,RESIDENCES ILANG-ILANG,14.47562421,121.0269867,knee,Southwest Monsoon/LOW PRESSURE,121.0269867 of 2030H Subsided as,,
60,2023-05-20,,,2023,Green,STREET,14.46176407,121.0428821,gutter,Southwest Monsoon/LOW PRESSURE,121.0428821 of 2235H Subsided as,,
